Market Price Type,Center,Variety Name,Grade,Unit,Max Price,Average Price,Min Price
Retail Price,SEREMBAN,DAUN BAWANG,F.A.Q,100 KG,600.00,550.00,500.00
Retail Price,SEREMBAN,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,SEREMBAN,KACANG BENDI,F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,SEREMBAN,KACANG BUNCIS,F.A.Q,100 KG,1300.00,1250.00,1200.00
Retail Price,SEREMBAN,KACANG PANJANG HIJAU,F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,SEREMBAN,KANGKUNG,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,SEREMBAN,KELAPA DIKUPAS,SEDANG,100 BIJI,200.00,195.00,190.00
Retail Price,SEREMBAN,KETOLA / PETOLA SEGI,F.A.Q,100 KG,500.00,475.00,450.00
Retail Price,SEREMBAN,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,550.00,525.00,500.00
Retail Price,SEREMBAN,PISANG BERANGAN,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,SEREMBAN,PISANG MAS,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,SEREMBAN,SAWI HIJAU,F.A.Q,100 KG,500.00,475.00,450.00
Retail Price,SEREMBAN,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,SEREMBAN,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,SEREMBAN,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,SEREMBAN,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,SEREMBAN,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,SEREMBAN,TIMUN HIJAU ,F.A.Q,100 KG,450.00,425.00,400.00
Retail Price,SEREMBAN,TOMATO (TANAH TINGGI),F.A.Q,100 KG,450.00,425.00,400.00
Retail Price,KUANTAN,UBI KENTANG HOLLAND,F.A.Q,100 KG,350.00,325.00,300.00
Retail Price,KUANTAN,AYAM HIDUP,F.A.Q,100 KG,605.00,605.00,605.00
Retail Price,KUANTAN,AYAM PROSES STANDARD,F.A.Q,100 KG,760.00,760.00,760.00
Retail Price,KUANTAN,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KUANTAN,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KUANTAN,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,KUANTAN,BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,KUANTAN,BAYAM ,F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,KUANTAN,BELIMBING (B10),F.A.Q,100 KG,550.00,550.00,550.00
Retail Price,KUANTAN,BETIK SEKAKI,F.A.Q,100 KG,180.00,180.00,180.00
Retail Price,KUANTAN,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,1.00
Retail Price,KUANTAN,CILI HIJAU,F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,KUANTAN,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1300.00,1250.00,1200.00
Retail Price,KUANTAN,CILI MERAH MINYAK,F.A.Q,100 KG,1100.00,1000.00,1000.00
Retail Price,KUANTAN,DAUN BAWANG,F.A.Q,100 KG,900.00,800.00,750.00
Retail Price,KUANTAN,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1000.00,900.00,800.00
Retail Price,KUANTAN,KACANG BENDI,F.A.Q,100 KG,800.00,800.00,700.00
Retail Price,KUANTAN,KACANG BUNCIS,F.A.Q,100 KG,1300.00,1200.00,1200.00
Retail Price,KUANTAN,KACANG PANJANG HIJAU,F.A.Q,100 KG,700.00,600.00,600.00
Retail Price,KUANTAN,KANGKUNG,F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,KUANTAN,KELAPA DIKUPAS,SEDANG,100 BIJI,180.00,180.00,180.00
Retail Price,KUANTAN,KETOLA / PETOLA SEGI,F.A.Q,100 KG,450.00,450.00,350.00
Retail Price,KUANTAN,KUBIS BULAT (CHINA),F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KUANTAN,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUANTAN,PISANG BERANGAN,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUANTAN,PISANG MAS,F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUANTAN,SAWI HIJAU,F.A.Q,100 KG,450.00,400.00,400.00
Retail Price,KUANTAN,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,KUANTAN,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,KUANTAN,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,KUANTAN,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KUANTAN,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,750.00,750.00,750.00
Retail Price,KUANTAN,TIMUN HIJAU ,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KUANTAN,TOMATO (TANAH TINGGI),F.A.Q,100 KG,400.00,350.00,350.00
Retail Price,SEBERANG PERAI TENGAH,UBI KENTANG HOLLAND,F.A.Q,100 KG,150.00,150.00,150.00
Retail Price,SEBERANG PERAI TENGAH,AYAM PROSES STANDARD,F.A.Q,100 KG,890.00,880.00,870.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,228.00,221.00,214.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,160.00,155.00,150.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,170.00,165.00,160.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,250.00,235.00,220.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,280.00,265.00,250.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,750.00,700.00,650.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG MERAH ROSE,F.A.Q,100 KG,400.00,380.00,350.00
Retail Price,SEBERANG PERAI TENGAH,BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,555.00,500.00
Retail Price,SEBERANG PERAI TENGAH,BAYAM ,F.A.Q,100 KG,300.00,270.00,240.00
Retail Price,SEBERANG PERAI TENGAH,BETIK SEKAKI,F.A.Q,100 KG,380.00,365.00,350.00
Retail Price,SEBERANG PERAI TENGAH,BUNGA KANTAN,F.A.Q,TANGKAI,.80,.75,.70
Retail Price,SEBERANG PERAI TENGAH,CILI HIJAU,F.A.Q,100 KG,1000.00,900.00,800.00
Retail Price,SEBERANG PERAI TENGAH,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1400.00,1325.00,1200.00
Retail Price,SEBERANG PERAI TENGAH,CILI MERAH MINYAK,F.A.Q,100 KG,1200.00,1150.00,1000.00
Retail Price,SEBERANG PERAI TENGAH,DAUN BAWANG,F.A.Q,100 KG,700.00,575.00,530.00
Retail Price,SEBERANG PERAI TENGAH,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,900.00,800.00,700.00
Retail Price,SEBERANG PERAI TENGAH,KACANG BENDI,F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,SEBERANG PERAI TENGAH,KACANG BUNCIS,F.A.Q,100 KG,1200.00,1150.00,1100.00
Retail Price,SEBERANG PERAI TENGAH,KACANG PANJANG HIJAU,F.A.Q,100 KG,800.00,780.00,750.00
Retail Price,SEBERANG PERAI TENGAH,KANGKUNG,F.A.Q,100 KG,270.00,255.00,240.00
Retail Price,SEBERANG PERAI TENGAH,KELAPA DIKUPAS,SEDANG,100 BIJI,190.00,190.00,190.00
Retail Price,SEBERANG PERAI TENGAH,KETOLA / PETOLA SEGI,F.A.Q,100 KG,400.00,375.00,350.00
Retail Price,SEBERANG PERAI TENGAH,KUBIS BULAT (CHINA),F.A.Q,100 KG,245.00,227.50,210.00
Retail Price,SEBERANG PERAI TENGAH,KUBIS BULAT (INDONESIA),F.A.Q,100 KG,220.00,200.00,190.00
Retail Price,SEBERANG PERAI TENGAH,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,450.00,430.00,400.00
Retail Price,SEBERANG PERAI TENGAH,PISANG BERANGAN,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,SEBERANG PERAI TENGAH,PISANG MAS,F.A.Q,100 KG,500.00,490.00,480.00
Retail Price,SEBERANG PERAI TENGAH,SAWI HIJAU,F.A.Q,100 KG,700.00,680.00,650.00
Retail Price,SEBERANG PERAI TENGAH,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,SEBERANG PERAI TENGAH,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,SEBERANG PERAI TENGAH,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,SEBERANG PERAI TENGAH,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,340.00,335.00,330.00
Retail Price,SEBERANG PERAI TENGAH,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,750.00,700.00,650.00
Retail Price,SEBERANG PERAI TENGAH,TIMUN HIJAU ,F.A.Q,100 KG,500.00,465.00,430.00
Retail Price,SEBERANG PERAI TENGAH,TOMATO (TANAH TINGGI),F.A.Q,100 KG,370.00,350.00,330.00
Retail Price,KINTA,UBI KENTANG HOLLAND,F.A.Q,100 KG,180.00,170.00,160.00
Retail Price,KINTA,AYAM PROSES STANDARD,F.A.Q,100 KG,860.00,860.00,860.00
Retail Price,KINTA,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,240.00,230.00,230.00
Retail Price,KINTA,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,180.00,170.00,170.00
Retail Price,KINTA,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,750.00,700.00,700.00
Retail Price,KINTA,BAWANG PUTIH (CHINA),F.A.Q,100 KG,600.00,600.00,600.00
Retail Price,KINTA,BAYAM ,F.A.Q,100 KG,200.00,180.00,160.00
Retail Price,KINTA,BELIMBING (B10),F.A.Q,100 KG,330.00,300.00,280.00
Retail Price,KINTA,BETIK SEKAKI,F.A.Q,100 KG,320.00,280.00,250.00
Retail Price,KINTA,BUNGA KANTAN,F.A.Q,TANGKAI,.80,.70,.70
Retail Price,KINTA,CILI HIJAU,F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,KINTA,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1200.00,1100.00,1000.00
Retail Price,KINTA,CILI MERAH MINYAK,F.A.Q,100 KG,1000.00,1000.00,900.00
Retail Price,KINTA,DAUN BAWANG,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,KINTA,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,750.00,700.00,700.00
Retail Price,KINTA,KACANG BENDI,F.A.Q,100 KG,750.00,700.00,600.00
Retail Price,KINTA,KACANG BUNCIS,F.A.Q,100 KG,1200.00,1100.00,1000.00
Retail Price,KINTA,KACANG PANJANG HIJAU,F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,KINTA,KANGKUNG,F.A.Q,100 KG,180.00,150.00,130.00
Retail Price,KINTA,KELAPA DIKUPAS,SEDANG,100 BIJI,190.00,190.00,190.00
Retail Price,KINTA,KETOLA / PETOLA SEGI,F.A.Q,100 KG,400.00,380.00,350.00
Retail Price,KINTA,KUBIS BULAT (CHINA),F.A.Q,100 KG,220.00,200.00,200.00
Retail Price,KINTA,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,350.00,300.00,280.00
Retail Price,KINTA,PISANG BERANGAN,F.A.Q,100 KG,330.00,330.00,280.00
Retail Price,KINTA,PISANG MAS,F.A.Q,100 KG,300.00,300.00,280.00
Retail Price,KINTA,SAWI HIJAU,F.A.Q,100 KG,550.00,550.00,500.00
Retail Price,KINTA,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,KINTA,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,KINTA,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,KINTA,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,280.00,280.00,250.00
Retail Price,KINTA,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,600.00,500.00,500.00
Retail Price,KINTA,TIMUN HIJAU ,F.A.Q,100 KG,380.00,350.00,300.00
Retail Price,KINTA,TOMATO (TANAH TINGGI),F.A.Q,100 KG,330.00,280.00,250.00
Retail Price,PERLIS,UBI KENTANG HOLLAND,F.A.Q,100 KG,180.00,170.00,170.00
Retail Price,PERLIS,AYAM HIDUP,F.A.Q,100 KG,605.00,605.00,605.00
Retail Price,PERLIS,AYAM PROSES STANDARD,F.A.Q,100 KG,760.00,760.00,760.00
Retail Price,PERLIS,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,275.00,275.00,275.00
Retail Price,PERLIS,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,PERLIS,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,PERLIS,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,440.00,440.00,440.00
Retail Price,PERLIS,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PERLIS,BAWANG MERAH ROSE,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PERLIS,BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,PERLIS,BAYAM ,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PERLIS,BELIMBING (B10),F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PERLIS,BETIK SEKAKI,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,PERLIS,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,1.00
Retail Price,PERLIS,CILI MERAH (THAILAND),F.A.Q,100 KG,750.00,750.00,750.00
Retail Price,PERLIS,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1600.00,1500.00,1400.00
Retail Price,PERLIS,DAUN BAWANG,F.A.Q,100 KG,750.00,750.00,750.00
Retail Price,PERLIS,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1100.00,1100.00,1100.00
Retail Price,PERLIS,KACANG BENDI,F.A.Q,100 KG,550.00,550.00,550.00
Retail Price,PERLIS,KACANG BUNCIS,F.A.Q,100 KG,1230.00,1230.00,1230.00
Retail Price,PERLIS,KACANG PANJANG HIJAU,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PERLIS,KANGKUNG,F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PERLIS,KELAPA DIKUPAS,SEDANG,100 BIJI,190.00,190.00,190.00
Retail Price,PERLIS,KETOLA / PETOLA SEGI,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,PERLIS,KUBIS BULAT (CHINA),F.A.Q,100 KG,260.00,260.00,260.00
Retail Price,PERLIS,PISANG BERANGAN,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,PERLIS,PISANG MAS,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,PERLIS,SAWI HIJAU,F.A.Q,100 KG,730.00,730.00,730.00
Retail Price,PERLIS,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,PERLIS,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,PERLIS,TEMBIKAI MERAH,F.A.Q,100 KG,310.00,310.00,310.00
Retail Price,PERLIS,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,PERLIS,TIMUN HIJAU ,F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,PERLIS,TOMATO (TANAH TINGGI),F.A.Q,100 KG,380.00,380.00,380.00
Retail Price,KLANG,UBI KENTANG HOLLAND,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KLANG,AYAM HIDUP,F.A.Q,100 KG,720.00,700.00,680.00
Retail Price,KLANG,AYAM PROSES STANDARD,F.A.Q,100 KG,850.00,840.00,830.00
Retail Price,KLANG,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,330.00,330.00,330.00
Retail Price,KLANG,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,330.00,330.00,330.00
Retail Price,KLANG,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KLANG,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,400.00,390.00,380.00
Retail Price,KLANG,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,KLANG,BAWANG MERAH ROSE,F.A.Q,100 KG,500.00,475.00,450.00
Retail Price,KLANG,BAWANG PUTIH (CHINA),F.A.Q,100 KG,750.00,750.00,750.00
Retail Price,KLANG,BAYAM ,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,KLANG,BELIMBING (B10),F.A.Q,100 KG,500.00,450.00,400.00
Retail Price,KLANG,BETIK SEKAKI,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,KLANG,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,1.00,1.00
Retail Price,KLANG,CILI HIJAU,F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,KLANG,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1300.00,1250.00,1200.00
Retail Price,KLANG,DAUN BAWANG,F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,KLANG,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,700.00,675.00,650.00
Retail Price,KLANG,KACANG BENDI,F.A.Q,100 KG,600.00,550.00,500.00
Retail Price,KLANG,KACANG BUNCIS,F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,KLANG,KACANG PANJANG HIJAU,F.A.Q,100 KG,900.00,850.00,800.00
Retail Price,KLANG,KANGKUNG,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,KLANG,KELAPA DIKUPAS,SEDANG,100 BIJI,180.00,180.00,180.00
Retail Price,KLANG,KETOLA / PETOLA SEGI,F.A.Q,100 KG,550.00,500.00,450.00
Retail Price,KLANG,KUBIS BULAT (CHINA),F.A.Q,100 KG,300.00,290.00,280.00
Retail Price,KLANG,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,380.00,365.00,350.00
Retail Price,KLANG,PISANG BERANGAN,F.A.Q,100 KG,280.00,270.00,260.00
Retail Price,KLANG,PISANG MAS,F.A.Q,100 KG,280.00,265.00,250.00
Retail Price,KLANG,SAWI HIJAU,F.A.Q,100 KG,600.00,550.00,500.00
Retail Price,KLANG,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,KLANG,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,KLANG,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,KLANG,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,320.00,300.00,280.00
Retail Price,KLANG,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,750.00,700.00,650.00
Retail Price,KLANG,TIMUN HIJAU ,F.A.Q,100 KG,550.00,500.00,450.00
Retail Price,KLANG,TOMATO (TANAH TINGGI),F.A.Q,100 KG,350.00,330.00,310.00
Retail Price,PETALING,UBI KENTANG HOLLAND,F.A.Q,100 KG,280.00,265.00,250.00
Retail Price,PETALING,AYAM PROSES STANDARD,F.A.Q,100 KG,980.00,950.00,930.00
Retail Price,PETALING,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,PETALING,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,250.00,250.00,250.00
Retail Price,PETALING,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,PETALING,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,PETALING,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,PETALING,BAWANG MERAH / KECIL (THAI),F.A.Q,100 KG,800.00,750.00,700.00
Retail Price,PETALING,BAWANG MERAH ROSE,F.A.Q,100 KG,700.00,650.00,600.00
Retail Price,PETALING,BAWANG PUTIH (CHINA),F.A.Q,100 KG,700.00,675.00,650.00
Retail Price,PETALING,BAYAM ,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,PETALING,BELIMBING (B10),F.A.Q,100 KG,500.00,500.00,500.00
Retail Price,PETALING,BETIK SEKAKI,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,PETALING,BUNGA KANTAN,F.A.Q,TANGKAI,1.00,.85,.70
Retail Price,PETALING,CILI HIJAU,F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,PETALING,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1200.00,1200.00,1200.00
Retail Price,PETALING,CILI MERAH MINYAK,F.A.Q,100 KG,1050.00,1025.00,1000.00
Retail Price,PETALING,DAUN BAWANG,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,PETALING,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,850.00,850.00,850.00
Retail Price,PETALING,KACANG BENDI,F.A.Q,100 KG,100.00,100.00,100.00
Retail Price,PETALING,KACANG BUNCIS,F.A.Q,100 KG,1050.00,1050.00,1050.00
Retail Price,PETALING,KACANG PANJANG HIJAU,F.A.Q,100 KG,1400.00,1400.00,1400.00
Retail Price,PETALING,KANGKUNG,F.A.Q,100 KG,450.00,450.00,450.00
Retail Price,PETALING,KELAPA DIKUPAS,SEDANG,100 BIJI,200.00,200.00,200.00
Retail Price,PETALING,KETOLA / PETOLA SEGI,F.A.Q,100 KG,700.00,700.00,700.00
Retail Price,PETALING,KUBIS BULAT (CHINA),F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,PETALING,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,400.00,400.00,400.00
Retail Price,PETALING,PISANG BERANGAN,F.A.Q,100 KG,270.00,260.00,250.00
Retail Price,PETALING,PISANG MAS,F.A.Q,100 KG,300.00,275.00,250.00
Retail Price,PETALING,SAWI HIJAU,F.A.Q,100 KG,750.00,725.00,700.00
Retail Price,PETALING,TELUR AYAM,A,100 BIJI,41.00,41.00,41.00
Retail Price,PETALING,TELUR AYAM,B,100 BIJI,39.00,39.00,39.00
Retail Price,PETALING,TELUR AYAM,C,100 BIJI,37.00,37.00,37.00
Retail Price,PETALING,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,300.00,290.00,280.00
Retail Price,PETALING,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,650.00,650.00,650.00
Retail Price,PETALING,TIMUN HIJAU ,F.A.Q,100 KG,500.00,475.00,450.00
Retail Price,PETALING,TOMATO (TANAH TINGGI),F.A.Q,100 KG,320.00,320.00,320.00
Retail Price,KUALA TERENGGANU,UBI KENTANG HOLLAND,F.A.Q,100 KG,200.00,200.00,200.00
Retail Price,KUALA TERENGGANU,AYAM HIDUP,F.A.Q,100 KG,680.00,680.00,660.00
Retail Price,KUALA TERENGGANU,AYAM PROSES STANDARD,F.A.Q,100 KG,1050.00,1000.00,1000.00
Retail Price,KUALA TERENGGANU,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,350.00,350.00,350.00
Retail Price,KUALA TERENGGANU,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUALA TERENGGANU,BAWANG BESAR MERAH (INDIA),F.A.Q,100 KG,300.00,300.00,300.00
Retail Price,KUALA TERENGGANU,BAWANG MERAH / KECIL (IMPORT),F.A.Q,100 KG,400.00,400.00,300.00
Retail Price,KUALA TERENGGANU,BAWANG MERAH / KECIL (INDIA),F.A.Q,100 KG,400.00,400.00,300.00
Retail Price,KUALA TERENGGANU,BAWANG PUTIH (CHINA),F.A.Q,100 KG,750.00,750.00,750.00
Retail Price,KUALA TERENGGANU,BAYAM ,F.A.Q,100 KG,700.00,600.00,600.00
Retail Price,KUALA TERENGGANU,BETIK SEKAKI,F.A.Q,100 KG,450.00,450.00,400.00
Retail Price,KUALA TERENGGANU,BUNGA KANTAN,F.A.Q,TANGKAI,2.00,1.50,1.50
Retail Price,KUALA TERENGGANU,CILI MERAH KULAI / KULAI HIBRID,F.A.Q,100 KG,1400.00,1300.00,1200.00
Retail Price,KUALA TERENGGANU,DAUN BAWANG,F.A.Q,100 KG,900.00,800.00,800.00
Retail Price,KUALA TERENGGANU,DAUN SUP (TANAH TINGGI),F.A.Q,100 KG,1100.00,900.00,800.00
Retail Price,KUALA TERENGGANU,KACANG BENDI,F.A.Q,100 KG,1200.00,1200.00,1000.00
Retail Price,KUALA TERENGGANU,KACANG BUNCIS,F.A.Q,100 KG,1100.00,1100.00,1000.00
Retail Price,KUALA TERENGGANU,KACANG PANJANG HIJAU,F.A.Q,100 KG,800.00,800.00,700.00
Retail Price,KUALA TERENGGANU,KANGKUNG,F.A.Q,100 KG,600.00,500.00,400.00
Retail Price,KUALA TERENGGANU,KELAPA DIKUPAS,SEDANG,100 BIJI,220.00,190.00,190.00
Retail Price,KUALA TERENGGANU,KETOLA / PETOLA SEGI,F.A.Q,100 KG,500.00,500.00,400.00
Retail Price,KUALA TERENGGANU,KUBIS BULAT (CHINA),F.A.Q,100 KG,500.00,400.00,400.00
Retail Price,KUALA TERENGGANU,KUBIS BULAT (TANAH TINGGI),F.A.Q,100 KG,400.00,400.00,300.00
Retail Price,KUALA TERENGGANU,PISANG BERANGAN,F.A.Q,100 KG,430.00,400.00,400.00
Retail Price,KUALA TERENGGANU,PISANG MAS,F.A.Q,100 KG,480.00,450.00,400.00
Retail Price,KUALA TERENGGANU,SAWI HIJAU,F.A.Q,100 KG,700.00,700.00,600.00
Retail Price,KUALA TERENGGANU,TELUR AYAM,A,100 BIJI,43.00,43.00,43.00
Retail Price,KUALA TERENGGANU,TELUR AYAM,B,100 BIJI,41.00,41.00,41.00
Retail Price,KUALA TERENGGANU,TELUR AYAM,C,100 BIJI,40.00,40.00,39.00
Retail Price,KUALA TERENGGANU,TEMBIKAI MERAH TANPA BIJI,F.A.Q,100 KG,300.00,300.00,260.00
Retail Price,KUALA TERENGGANU,TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,100 KG,750.00,750.00,600.00
Retail Price,KUALA TERENGGANU,TIMUN HIJAU ,F.A.Q,100 KG,450.00,400.00,300.00
Retail Price,KUALA TERENGGANU,TOMATO (TANAH TINGGI),F.A.Q,100 KG,500.00,400.00,400.00
Retail Price,KOTA KINABALU,UBI KENTANG HOLLAND,F.A.Q,100 KG,250.00,200.00,200.00
Retail Price,KOTA KINABALU,AYAM PROSES STANDARD,F.A.Q,100 KG,970.00,970.00,950.00
Retail Price,KOTA KINABALU,BAWANG BESAR KUNING / HOLLAND,F.A.Q,100 KG,370.00,370.00,350.00
Retail Price,KOTA KINABALU,BAWANG BESAR MERAH (IMPORT),F.A.Q,100 KG,500.00,500.00,400.00
